t,iq,id,vq,vd,ia,ib,va,vb,theta_e,omega,omega_obs,r,T_ass,S_pct,iq_ref
0,-0.00464105132025594,-0.00464105132025594,-0.027848879358281,-0.0557772798034009,-0.00464105132025594,-0.00464105132025594,-0.0557772798034009,-0.027848879358281,0,0,0,0,0.802,-0.386776919951194,0
0.001,-0.00464105132025594,-0.00464105132025594,-0.027848879358281,-0.0557772798034009,0.00634139273981369,0.00169276484897846,0.0622253982203578,-0.0038294699498561,2.61705109019401,-0.144963141214248,1780.91796764728,-0.144963141214248,0.802,-0.386776919951194,-0.00464105132025594
0.002,-0.00464105132025594,-0.00464105132025594,-0.027848879358281,-0.0557772798034009,0.00634139273981369,0.00169276484897846,0.0622253982203578,-0.0038294699498561,2.61705109019401,-0.144963141214248,1780.91796764728,-0.144963141214248,0.802,-0.386776919951194,-0.00464105132025594
0.003,-0.00464105132025594,-0.00464105132025594,-0.027848879358281,-0.0557772798034009,0.00634139273981369,0.00169276484897846,0.0622253982203578,-0.0038294699498561,2.61705109019401,-0.144963141214248,1780.91796764728,-0.144963141214248,0.802,-0.386776919951194,-0.00464105132025594
0.004,-0.00464105132025594,-0.00464105132025594,-0.027848879358281,-0.0557772798034009,0.00634139273981369,0.00169276484897846,0.0622253982203578,-0.0038294699498561,2.61705109019401,-0.144963141214248,1780.91796764728,-0.144963141214248,0.802,-0.386776919951194,-0.00464105132025594
0.005,-0.00464105132025594,-0.00464105132025594,-0.027848879358281,-0.0557772798034009,0.00634139273981369,0.00169276484897846,0.0622253982203578,-0.0038294699498561,2.61705109019401,-0.144963141214248,1780.91796764728,-0.144963141214248,0.802,-0.386776919951194,-0.00464105132025594
0.006,-0.00464105132025594,-0.00464105132025594,-0.027848879358281,-0.0557772798034009,0.00634139273981369,0.00169276484897846,0.0622253982203578,-0.0038294699498561,2.61705109019401,-0.144963141214248,1780.91796764728,-0.144963141214248,0.802,-0.386776919951194,-0.00464105132025594
0.007,-0.00464105132025594,-0.00464105132025594,-0.027848879358281,-0.0557772798034009,0.00634139273981369,0.00169276484897846,0.0622253982203578,-0.0038294699498561,2.61705109019401,-0.144963141214248,1780.91796764728,-0.144963141214248,0.802,-0.386776919951194,-0.00464105132025594
0.008,-0.00464105132025594,-0.00464105132025594,-0.027848879358281,-0.0557772798034009,0.00634139273981369,0.00169276484897846,0.0622253982203578,-0.0038294699498561,2.61705109019401,-0.144963141214248,1780.91796764728,-0.144963141214248,0.802,-0.386776919951194,-0.00464105132025594
0.009,-0.00464105132025594,-0.00464105132025594,-0.027848879358281,-0.0557772798034009,0.00634139273981369,0.00169276484897846,0.0622253982203578,-0.0038294699498561,2.61705109019401,-0.144963141214248,1780.91796764728,-0.144963141214248,0.802,-0.386776919951194,-0.00464105132025594
0.01,-0.00464105132025594,-0.00464105132025594,-0.027848879358281,-0.0557772798034009,0.00634139273981369,0.00169276484897846,0.0622253982203578,-0.0038294699498561,2.61705109019401,-0.144963141214248,1780.91796764728,-0.144963141214248,0.802,-0.386776919951194,-0.00464105132025594
0.011,-0.00464105132025594,-0.00464105132025594,-0.027848879358281,-0.0557772798034009,0.00634139273981369,0.00169276484897846,0.0622253982203578,-0.0038294699498561,2.61705109019401,-0.144963141214248,1780.91796764728,-0.144963141214248,0.802,-0.386776919951194,-0.00464105132025594
0.012,-0.00464105132025594,-0.00464105132025594,-0.027848879358281,-0.0557772798034009,0.00634139273981369,0.00169276484897846,0.0622253982203578,-0.0038294699498561,2.61705109019401,-0.144963141214248,1780.91796764728,-0.144963141214248,0.802,-0.386776919951194,-0.00464105132025594
0.013,-0.00464105132025594,-0.00464105132025594,-0.027848879358281,-0.0557772798034009,0.00634139273981369,0.00169276484897846,0.0622253982203578,-0.0038294699498561,2.61705109019401,-0.144963141214248,1780.91796764728,-0.144963141214248,0.802,-0.386776919951194,-0.00464105132025594
0.014,-0.00464105132025594,-0.00464105132025594,-0.027848879358281,-0.0557772798034009,0.00634139273981369,0.00169276484897846,0.0622253982203578,-0.0038294699498561,2.61705109019401,-0.144963141214248,1780.91796764728,-0.144963141214248,0.802,-0.386776919951194,-0.00464105132025594
0.015,-0.00464105132025594,-0.00464105132025594,-0.027848879358281,-0.0557772798034009,0.00634139273981369,0.00169276484897846,0.0622253982203578,-0.0038294699498561,2.61705109019401,-0.144963141214248,1780.91796764728,-0.144963141214248,0.802,-0.386776919951194,-0.00464105132025594
0.016,-0.00464105132025594,-0.00464105132025594,-0.027848879358281,-0.0557772798034009,0.00634139273981369,0.00169276484897846,0.0622253982203578,-0.0038294699498561,2.61705109019401,-0.144963141214248,1780.91796764728,-0.144963141214248,0.802,-0.386776919951194,-0.00464105132025594
0.017,-0.00464105132025594,-0.00464105132025594,-0.027848879358281,-0.0557772798034009,0.00634139273981369,0.00169276484897846,0.0622253982203578,-0.0038294699498561,2.61705109019401,-0.144963141214248,1780.91796764728,-0.144963141214248,0.802,-0.386776919951194,-0.00464105132025594
0.018,-0.00464105132025594,-0.00464105132025594,-0.027848879358281,-0.0557772798034009,0.00634139273981369,0.00169276484897846,0.0622253982203578,-0.0038294699498561,2.61705109019401,-0.144963141214248,1780.91796764728,-0.144963141214248,0.802,-0.386776919951194,-0.00464105132025594
0.019,-0.00464105132025594,-0.00464105132025594,-0.027848879358281,-0.0557772798034009,0.00634139273981369,0.00169276484897846,0.0622253982203578,-0.0038294699498561,2.61705109019401,-0.144963141214248,1780.91796764728,-0.144963141214248,0.802,-0.386776919951194,-0.00464105132025594
0.02,-0.00464105132025594,-0.00464105132025594,-0.027848879358281,-0.0557772798034009,0.00634139273981369,0.00169276484897846,0.0622253982203578,-0.0038294699498561,2.61705109019401,-0.144963141214248,1780.91796764728,-0.144963141214248,0.802,-0.386776919951194,-0.00464105132025594
0.021,-0.00464105132025594,-0.00464105132025594,-0.027848879358281,-0.0557772798034009,0.00634139273981369,0.00169276484897846,0.0622253982203578,-0.0038294699498561,2.61705109019401,-0.144963141214248,1780.91796764728,-0.144963141214248,0.802,-0.386776919951194,-0.00464105132025594
0.022,-0.00464105132025594,-0.00464105132025594,-0.027848879358281,-0.0557772798034009,0.00634139273981369,0.00169276484897846,0.0622253982203578,-0.0038294699498561,2.61705109019401,-0.144963141214248,1780.91796764728,-0.144963141214248,0.802,-0.386776919951194,-0.00464105132025594
0.023,-0.00464105132025594,-0.00464105132025594,-0.027848879358281,-0.0557772798034009,0.00634139273981369,0.00169276484897846,0.0622253982203578,-0.0038294699498561,2.61705109019401,-0.144963141214248,1780.91796764728,-0.144963141214248,0.802,-0.386776919951194,-0.00464105132025594
0.024,-0.00464105132025594,-0.00464105132025594,-0.027848879358281,-0.0557772798034009,0.00634139273981369,0.00169276484897846,0.0622253982203578,-0.0038294699498561,2.61705109019401,-0.144963141214248,1780.91796764728,-0.144963141214248,0.802,-0.386776919951194,-0.00464105132025594
0.025,-0.00464105132025594,-0.00464105132025594,-0.027848879358281,-0.0557772798034009,0.00634139273981369,0.00169276484897846,0.0622253982203578,-0.0038294699498561,2.61705109019401,-0.144963141214248,1780.91796764728,-0.144963141214248,0.802,-0.386776919951194,-0.00464105132025594
0.026,-0.00464105132025594,-0.00464105132025594,-0.027848879358281,-0.0557772798034009,0.00634139273981369,0.00169276484897846,0.0622253982203578,-0.0038294699498561,2.61705109019401,-0.144963141214248,1780.91796764728,-0.144963141214248,0.802,-0.386776919951194,-0.00464105132025594
0.027,-0.00464105132025594,-0.00464105132025594,-0.027848879358281,-0.0557772798034009,0.00634139273981369,0.00169276484897846,0.0622253982203578,-0.0038294699498561,2.61705109019401,-0.144963141214248,1780.91796764728,-0.144963141214248,0.802,-0.386776919951194,-0.00464105132025594
0.028,-0.00464105132025594,-0.00464105132025594,-0.027848879358281,-0.0557772798034009,0.00634139273981369,0.00169276484897846,0.0622253982203578,-0.0038294699498561,2.61705109019401,-0.144963141214248,1780.91796764728,-0.144963141214248,0.802,-0.386776919951194,-0.00464105132025594
0.029,-0.00464105132025594,-0.00464105132025594,-0.027848879358281,-0.0557772798034009,0.00634139273981369,0.00169276484897846,0.0622253982203578,-0.0038294699498561,2.61705109019401,-0.144963141214248,1780.91796764728,-0.144963141214248,0.802,-0.386776919951194,-0.00464105132025594
0.03,-0.00464105132025594,-0.00464105132025594,-0.027848879358281,-0.0557772798034009,0.00634139273981369,0.00169276484897846,0.0622253982203578,-0.0038294699498561,2.61705109019401,-0.144963141214248,1780.91796764728,-0.144963141214248,0.802,-0.386776919951194,-0.00464105132025594
0.031,-0.00464105132025594,-0.00464105132025594,-0.027848879358281,-0.0557772798034009,0.00634139273981369,0.00169276484897846,0.0622253982203578,-0.0038294699498561,2.61705109019401,-0.144963141214248,1780.91796764728,-0.144963141214248,0.802,-0.386776919951194,-0.00464105132025594
0.032,-0.00464105132025594,-0.00464105132025594,-0.027848879358281,-0.0557772798034009,0.00634139273981369,0.00169276484897846,0.0622253982203578,-0.0038294699498561,2.61705109019401,-0.144963141214248,1780.91796764728,-0.144963141214248,0.802,-0.386776919951194,-0.00464105132025594
0.033,-0.00464105132025594,-0.00464105132025594,-0.027848879358281,-0.0557772798034009,0.00634139273981369,0.00169276484897846,0.0622253982203578,-0.0038294699498561,2.61705109019401,-0.144963141214248,1780.91796764728,-0.144963141214248,0.802,-0.386776919951194,-0.00464105132025594
0.034,-0.00464105132025594,-0.00464105132025594,-0.027848879358281,-0.0557772798034009,0.00634139273981369,0.00169276484897846,0.0622253982203578,-0.0038294699498561,2.61705109019401,-0.144963141214248,1780.91796764728,-0.144963141214248,0.802,-0.386776919951194,-0.00464105132025594
0.035,-0.00464105132025594,-0.00464105132025594,-0.027848879358281,-0.0557772798034009,0.00634139273981369,0.00169276484897846,0.0622253982203578,-0.0038294699498561,2.61705109019401,-0.144963141214248,1780.91796764728,-0.144963141214248,0.802,-0.386776919951194,-0.00464105132025594
0.036,-0.00464105132025594,-0.00464105132025594,-0.027848879358281,-0.0557772798034009,0.00634139273981369,0.00169276484897846,0.0622253982203578,-0.0038294699498561,2.61705109019401,-0.144963141214248,1780.91796764728,-0.144963141214248,0.802,-0.386776919951194,-0.00464105132025594
0.037,-0.00464105132025594,-0.00464105132025594,-0.027848879358281,-0.0557772798034009,0.00634139273981369,0.00169276484897846,0.0622253982203578,-0.0038294699498561,2.61705109019401,-0.144963141214248,1780.91796764728,-0.144963141214248,0.802,-0.386776919951194,-0.00464105132025594
0.038,-0.00464105132025594,-0.00464105132025594,-0.027848879358281,-0.0557772798034009,0.00634139273981369,0.00169276484897846,0.0622253982203578,-0.0038294699498561,2.61705109019401,-0.144963141214248,1780.91796764728,-0.144963141214248,0.802,-0.386776919951194,-0.00464105132025594
0.039,-0.00464105132025594,-0.00464105132025594,-0.027848879358281,-0.0557772798034009,0.00634139273981369,0.00169276484897846,0.0622253982203578,-0.0038294699498561,2.61705109019401,-0.144963141214248,1780.91796764728,-0.144963141214248,0.802,-0.386776919951194,-0.00464105132025594
0.04,-0.00464105132025594,-0.00464105132025594,-0.027848879358281,-0.0557772798034009,0.00634139273981369,0.00169276484897846,0.0622253982203578,-0.0038294699498561,2.61705109019401,-0.144963141214248,1780.91796764728,-0.144963141214248,0.802,-0.386776919951194,-0.00464105132025594
0.041,-0.00464105132025594,-0.00464105132025594,-0.027848879358281,-0.0557772798034009,0.00634139273981369,0.00169276484897846,0.0622253982203578,-0.0038294699498561,2.61705109019401,-0.144963141214248,1780.91796764728,-0.144963141214248,0.802,-0.386776919951194,-0.00464105132025594
0.042,-0.00464105132025594,-0.00464105132025594,-0.027848879358281,-0.0557772798034009,0.00634139273981369,0.00169276484897846,0.0622253982203578,-0.0038294699498561,2.61705109019401,-0.144963141214248,1780.91796764728,-0.144963141214248,0.802,-0.386776919951194,-0.00464105132025594
0.043,-0.00464105132025594,-0.00464105132025594,-0.027848879358281,-0.0557772798034009,0.00634139273981369,0.00169276484897846,0.0622253982203578,-0.0038294699498561,2.61705109019401,-0.144963141214248,1780.91796764728,-0.144963141214248,0.802,-0.386776919951194,-0.00464105132025594
0.044,-0.00464105132025594,-0.00464105132025594,-0.027848879358281,-0.0557772798034009,0.00634139273981369,0.00169276484897846,0.0622253982203578,-0.0038294699498561,2.61705109019401,-0.144963141214248,1780.91796764728,-0.144963141214248,0.802,-0.386776919951194,-0.00464105132025594
0.045,-0.00464105132025594,-0.00464105132025594,-0.027848879358281,-0.0557772798034009,0.00634139273981369,0.00169276484897846,0.0622253982203578,-0.0038294699498561,2.61705109019401,-0.144963141214248,1780.91796764728,-0.144963141214248,0.802,-0.386776919951194,-0.00464105132025594
0.046,-0.00464105132025594,-0.00464105132025594,-0.027848879358281,-0.0557772798034009,0.00634139273981369,0.00169276484897846,0.0622253982203578,-0.0038294699498561,2.61705109019401,-0.144963141214248,1780.91796764728,-0.144963141214248,0.802,-0.386776919951194,-0.00464105132025594
